id,wine,vintage,format,wine_type,region,country_code,reserve,market,source,source_type
10896232,Château Valandraud,2021,750ml,Red,"France, Bordeaux, St.-Émilion",FR,115,148.0,"Wine-Searcher average retail (ex-tax), vintage-specific 2021 page",ws_vintage
10895825,Chevillon-Chezeaux Nuits-St.-Georges Les Bousselots,2022,750ml,Red,"France, Burgundy, Côte d'Or",FR,40,130.0,Wine-Searcher average retail for Domaine Chevillon-Chezeaux Les Bousselots (all-vintage page),ws_allvintage
10895824,Chevillon-Chezeaux Nuits St. Georges Les Porêts Saint-Georges,2020,750ml,Red,"France, Burgundy, Côte d'Or",FR,50,130.0,Wine-Searcher average retail for Domaine Chevillon-Chezeaux Les Porets (all-vintage page),ws_allvintage
10895554,Clerico Barolo Ciabot Mentin Ginestra,2001,750ml,Red,"Italy, Piedmont, Barolo",IT,115,116.0,No 2001 page found; adjacent 2000 vintage Wine-Searcher average $116 (Domenico Clerico Ciabot Mentin Ginestra),ws_adjacent
10895555,Clerico Barolo Ciabot Mentin Ginestra,2001,750ml,Red,"Italy, Piedmont, Barolo",IT,115,116.0,No 2001 page found; adjacent 2000 vintage Wine-Searcher average $116 (Domenico Clerico Ciabot Mentin Ginestra),ws_adjacent
10896042,Clos de l'Oratoire Des Papes Châteauneuf-du-Pape,2021,750ml,Red,"France, Rhône Valley, Southern Rhône",FR,40,76.0,"Wine-Searcher average retail (ex-tax), vintage-specific 2021 page (regular cuvee, not Les Choregies)",ws_vintage
10896401,Clos des Papes Châteauneuf-du-Pape,2017,750ml,Red,"France, Rhône Valley, Southern Rhône",FR,85,86.0,"Wine-Searcher average retail (ex-tax), vintage-specific 2017 page (Paul Avril Clos des Papes)",ws_vintage
10896336,Clos Fourtet,2019,750ml,Red,"France, Bordeaux, St.-Émilion",FR,75,159.0,"Wine-Searcher average retail (ex-tax), vintage-specific 2019 page",ws_vintage
10896337,Clos Fourtet,2019,750ml,Red,"France, Bordeaux, St.-Émilion",FR,75,159.0,"Wine-Searcher average retail (ex-tax), vintage-specific 2019 page",ws_vintage
10896264,Clos Fourtet,2020,750ml,Red,"France, Bordeaux, St.-Émilion",FR,80,145.0,"Wine-Searcher average retail (ex-tax), vintage-specific 2020 page",ws_vintage
10896190,Contino Vina del Olivo Rioja,2021,750ml,Red,"Spain, Rioja",ES,95,93.0,"Wine-Searcher average retail (ex-tax), vintage-specific 2021 page",ws_vintage
10889612,Cos d'Estournel,2004,750ml,Red,"France, Bordeaux, St.-Estephe",FR,145,173.0,"Wine-Searcher average retail (ex-tax), vintage-specific 2004 page",ws_vintage
10889619,Cos d'Estournel,2004,750ml,Red,"France, Bordeaux, St.-Estephe",FR,145,173.0,"Wine-Searcher average retail (ex-tax), vintage-specific 2004 page",ws_vintage
10895432,Domaine Alain Voge Cornas Les Chailles,2015,1.5ltr,Red,"France, Rhône Valley, Northern Rhône",FR,140,204.6,"750ml 2015 retail ~$93 (search-listed) x 2.2 magnum scaling; size mismatch, scaled not observed",ws_adjacent
10895436,Domaine Comte Abbatucci Cuvee Collection General De La Revolution Blanc,NV,1.5ltr,White,"France, Corsica",FR,90,224.4,"Wine-Searcher 750ml avg ~$102 (all-vintage) x 2.2 magnum scaling; size mismatch, scaled not observed",ws_allvintage
10895435,Domaine Comte Abbatucci Cuvee Collection Ministre Imperial,NV,1.5ltr,Red,"France, Corsica",FR,130,242.0,"Wine-Searcher 750ml avg ~$110 (all-vintage) x 2.2 magnum scaling; size mismatch, scaled not observed",ws_allvintage
10890356,Domaine de Montille Beaune Les Grèves,2022,750ml,Red,"France, Burgundy, Côte d'Or",FR,60,115.0,"Wine-Searcher average retail (ex-tax), vintage-specific 2022 page",ws_vintage
10890357,Domaine de Montille Beaune Les Sizies,2022,750ml,Red,"France, Burgundy, Côte d'Or",FR,55,84.0,"Wine-Searcher average retail (ex-tax), vintage-specific 2022 page",ws_vintage
10896049,Domaine du Pegau Chateauneuf du Pape Cuvee Laurence,2021,750ml,Red,"France, Rhône Valley, Southern Rhône",FR,95,153.0,Wine-Searcher average retail for Cuvee Laurence (all-vintage page),ws_allvintage
10896225,Domaine du Vieux Telegraphe Châteauneuf-du-Pape,2023,750ml,Red,"France, Rhône Valley, Southern Rhône",FR,75,114.0,"Wine-Searcher average retail (ex-tax), vintage-specific 2023 page (La Crau, the estate's principal red)",ws_vintage
10896250,Domaine du Vieux Telegraphe Châteauneuf-du-Pape,2023,750ml,Red,"France, Rhône Valley, Southern Rhône",FR,75,114.0,"Wine-Searcher average retail (ex-tax), vintage-specific 2023 page (La Crau, the estate's principal red)",ws_vintage
10895434,Domaine Guiberteau Saumur Bizay Les Chapaudaises,2017,1.5ltr,White,"France, Loire Valley, Saumur",FR,90,143.0,"Wine-Searcher 2017 750ml avg $65 x 2.2 magnum scaling; size mismatch, scaled not observed",ws_vintage
10896053,Domaine Jean Monnier & Fils Pommard Grand Épenots Clos de Citeaux,2022,750ml,Red,"France, Burgundy, Côte d'Or",FR,50,141.0,"Wine-Searcher average retail (ex-tax), vintage-specific 2022 page",ws_vintage
10895567,Domaine Le Clos du Caillou Chateauneuf du Pape Les Quartz,2005,750ml,Red,"France, Rhône Valley, Southern Rhône",FR,60,89.0,"Wine-Searcher average retail (ex-tax), vintage-specific 2005 page",ws_vintage
10889424,Domaine Parent Pommard Les Argillières,2007,750ml,Red,"France, Burgundy, Côte d'Or",FR,65,160.0,Wine-Searcher average retail for Les Argillieres (all-vintage page); 2007 scored 90,ws_allvintage
10895943,Bacci Dimarco,2021,750ml,Red,"Italy, Tuscany",IT,25,,"Insufficient data - single-retailer snippet ($124.99) implausibly far above the $25 reserve; unverified, withdrawn from deals",insufficient
10896233,Bacci Dimarco,2021,750ml,Red,"Italy, Tuscany",IT,25,,"Insufficient data - single-retailer snippet ($124.99) implausibly far above the $25 reserve; unverified, withdrawn from deals",insufficient
10895671,Canalicchio di Sopra Brunello di Montalcino,2006,750ml,Red,"Italy, Tuscany, Brunello di Montalcino",IT,55,,"Insufficient data - single $246.67 offer looks like Riserva/case pricing, not corroborated; withdrawn from deals",insufficient
