id,vintage,wine,format,Region,Quantity,Reserve,Condition Issue,country,dessert_hit,bare_pt,shipper_hit,producer_id_drop,cond_decision,wine_type,classify_reason,country_code
10896409,2016,Château Phelan-Segur,750ml,"France, Bordeaux, St.-Estephe",2,65,,France,False,False,False,False,keep,Red,red appellation default,FR
10895489,1975,Château Pichon-Longueville Baron,750ml,"France, Bordeaux, Pauillac",1,120,"Light capsule condition issue
Very top shoulder fill
Light label condition issue",France,False,False,False,False,keep,Red,red appellation default,FR
10889582,2003,Château Pichon-Longueville-Comtesse-de-Lalande,750ml,"France, Bordeaux, Pauillac",5,145,,France,False,False,False,False,keep,Red,red appellation default,FR
10895274,2000,Château Pontet-Canet,750ml,"France, Bordeaux, Pauillac",5,145,"Light capsule condition issue
Light label condition issue",France,False,False,False,False,keep,Red,red appellation default,FR
10895272,2000,Château Pontet-Canet,750ml,"France, Bordeaux, Pauillac",2,145,"Light capsule condition issue
Label condition issue",France,False,False,False,False,keep,Red,red appellation default,FR
10895934,2021,Château Pontet-Canet,750ml,"France, Bordeaux, Pauillac",1,90,Light label condition issue,France,False,False,False,False,keep,Red,red appellation default,FR
10895460,1985,Chateau Pradeaux Bandol,750ml,"France, Provence, Bandol",1,135,"Light capsule condition issue
Very top shoulder fill
Light label condition issue",France,False,False,False,False,keep,Red,special-case rule -> Red,FR
10896335,2001,Château Rauzan-Segla,750ml,"France, Bordeaux, Margaux",8,95,Light label condition issue,France,False,False,False,False,keep,Red,red appellation default,FR
10896333,2010,Château Rauzan-Segla,750ml,"France, Bordeaux, Margaux",6,145,,France,False,False,False,False,keep,Red,red appellation default,FR
10896451,2016,Château Rauzan-Segla,750ml,"France, Bordeaux, Margaux",2,110,Light label condition issue,France,False,False,False,False,keep,Red,red appellation default,FR
10895276,2000,Château Smith-Haut-Lafitte,750ml,"France, Bordeaux, Graves",5,140,,France,False,False,False,False,keep,Red,red appellation default,FR
10889594,2000,Château Smith-Haut-Lafitte,750ml,"France, Bordeaux, Graves",2,140,,France,False,False,False,False,keep,Red,red appellation default,FR
10889637,2001,Château Smith-Haut-Lafitte,750ml,"France, Bordeaux, Graves",1,120,,France,False,False,False,False,keep,Red,red appellation default,FR
10896343,2019,Château Smith-Haut-Lafitte,750ml,"France, Bordeaux, Graves",6,130,,France,False,False,False,False,keep,Red,red appellation default,FR
10896046,2022,Château Smith-Haut-Lafitte Le Petit Haut Lafitte,750ml,"France, Bordeaux, Graves",2,35,,France,False,False,False,False,keep,Red,red appellation default,FR
10895545,1986,Château Sociando-Mallet,750ml,"France, Bordeaux, Haut-Médoc",2,70,Top shoulder fill,France,False,False,False,False,keep,Red,red appellation default,FR
10895549,1986,Château Sociando-Mallet,750ml,"France, Bordeaux, Haut-Médoc",2,70,Base neck fill,France,False,False,False,False,keep,Red,red appellation default,FR
10895547,1986,Château Sociando-Mallet,750ml,"France, Bordeaux, Haut-Médoc",1,70,Very top shoulder fill,France,False,False,False,False,keep,Red,red appellation default,FR
10895548,1986,Château Sociando-Mallet,750ml,"France, Bordeaux, Haut-Médoc",1,70,"Very top shoulder fill
Light label condition issue",France,False,False,False,False,keep,Red,red appellation default,FR
10895391,2020,Château Sociando-Mallet,750ml,"France, Bordeaux, Haut-Médoc",1,35,,France,False,False,False,False,keep,Red,red appellation default,FR
10895392,2020,Château Sociando-Mallet,750ml,"France, Bordeaux, Haut-Médoc",1,35,Light label condition issue,France,False,False,False,False,keep,Red,red appellation default,FR
10895590,1989,Château Talbot,750ml,"France, Bordeaux, St.-Julien",2,110,Top shoulder fill,France,False,False,False,False,keep,Red,red appellation default,FR
10896087,2018,Château Talbot,750ml,"France, Bordeaux, St.-Julien",1,70,,France,False,False,False,False,keep,Red,red appellation default,FR
10896467,2018,Chateau Thomas Francs Cotes de Bordeaux,750ml,"France, Bordeaux, Cotes de Francs",1,15,,France,False,False,False,False,keep,Red,red appellation default,FR
10889590,2012,Château Tournefeuille,750ml,"France, Bordeaux, Lalande de Pomerol",2,20,Light label condition issue,France,False,False,False,False,keep,Red,red appellation default,FR
10895661,1994,Château Troplong-Mondot,750ml,"France, Bordeaux, St.-Émilion",10,70,,France,False,False,False,False,keep,Red,red appellation default,FR
10895662,1994,Château Troplong-Mondot,750ml,"France, Bordeaux, St.-Émilion",2,70,Light capsule condition issue,France,False,False,False,False,keep,Red,red appellation default,FR
10896456,2014,Château Troplong-Mondot,750ml,"France, Bordeaux, St.-Émilion",1,85,,France,False,False,False,False,keep,Red,red appellation default,FR
10896232,2021,Château Valandraud,750ml,"France, Bordeaux, St.-Émilion",1,115,,France,False,False,False,False,keep,Red,red appellation default,FR
10895824,2020,Chevillon-Chezeaux Nuits St. Georges Les Porêts Saint-Georges,750ml,"France, Burgundy, Côte d'Or",1,50,,France,False,False,False,False,keep,Red,pass3: Nuits-St-Georges is red-only (period/space spelling),FR
10895825,2022,Chevillon-Chezeaux Nuits-St.-Georges Les Bousselots,750ml,"France, Burgundy, Côte d'Or",1,40,,France,False,False,False,False,keep,Red,pass2: Nuits-St-Georges is red-only,FR
10895571,1999,Ciacci Piccolomini d'Aragona Brunello di Montalcino Vigna Pianrosso,750ml,"Italy, Tuscany, Brunello di Montalcino",4,65,,Italy,False,False,False,False,keep,Red,red appellation default,IT
10895554,2001,Clerico Barolo Ciabot Mentin Ginestra,750ml,"Italy, Piedmont, Barolo",4,115,,Italy,False,False,False,False,keep,Red,red appellation default,IT
10895555,2001,Clerico Barolo Ciabot Mentin Ginestra,750ml,"Italy, Piedmont, Barolo",2,115,Light label condition issue,Italy,False,False,False,False,keep,Red,red appellation default,IT
10896042,2021,Clos de l'Oratoire Des Papes Châteauneuf-du-Pape,750ml,"France, Rhône Valley, Southern Rhône",4,40,,France,False,False,False,False,keep,Red,pass2: bare Chateauneuf-du-Pape (no Blanc stated) -- predominantly red,FR
10896401,2017,Clos des Papes Châteauneuf-du-Pape,750ml,"France, Rhône Valley, Southern Rhône",12,85,,France,False,False,False,False,keep,Red,pass2: bare Chateauneuf-du-Pape (no Blanc stated) -- predominantly red,FR
10895650,1994,Clos du Mont Olivet Chateauneuf du Pape Cuvee Unique Reserve,750ml,"France, Rhône Valley, Southern Rhône",9,40,,France,False,False,False,False,keep,Red,pass2: bare Chateauneuf-du-Pape (no Blanc stated) -- predominantly red,FR
10895656,1995,Clos du Mont Olivet Chateauneuf du Pape Cuvee Unique Reserve,750ml,"France, Rhône Valley, Southern Rhône",12,40,,France,False,False,False,False,keep,Red,pass2: bare Chateauneuf-du-Pape (no Blanc stated) -- predominantly red,FR
10895609,1998,Clos du Mont Olivet Chateauneuf du Pape Cuvee Unique Reserve,750ml,"France, Rhône Valley, Southern Rhône",3,70,,France,False,False,False,False,keep,Red,pass2: bare Chateauneuf-du-Pape (no Blanc stated) -- predominantly red,FR
10895610,1998,Clos du Mont Olivet Chateauneuf du Pape Cuvee Unique Reserve,750ml,"France, Rhône Valley, Southern Rhône",2,70,Light label condition issue,France,False,False,False,False,keep,Red,pass2: bare Chateauneuf-du-Pape (no Blanc stated) -- predominantly red,FR
10896336,2019,Clos Fourtet,750ml,"France, Bordeaux, St.-Émilion",2,75,,France,False,False,False,False,keep,Red,pass6 manual: St-Emilion Premier Grand Cru Classe -- red,FR
10896337,2019,Clos Fourtet,750ml,"France, Bordeaux, St.-Émilion",1,75,Light label condition issue,France,False,False,False,False,keep,Red,pass6 manual: St-Emilion Premier Grand Cru Classe -- red,FR
10896264,2020,Clos Fourtet,750ml,"France, Bordeaux, St.-Émilion",1,80,,France,False,False,False,False,keep,Red,pass6 manual: St-Emilion Premier Grand Cru Classe -- red,FR
10895901,2022,Clos Mogador Priorat Gratallops,750ml,"Spain, Cataluna, Priorato",2,75,Light label condition issue,Spain,False,False,False,False,keep,Red,pass6 manual: Priorat red Garnacha/Carinena/Syrah blend,ES
10896212,2009,Clos Saint Michel Châteauneuf-du-Pape Grand Vin,750ml,"France, Rhône Valley, Southern Rhône",1,35,,France,False,False,False,False,keep,Red,pass2: bare Chateauneuf-du-Pape (no Blanc stated) -- predominantly red,FR
10890236,2024,Comando G. La Bruja Sierra de Gredos,750ml,"Spain, Vinos de Madrid",12,40,,Spain,False,False,False,False,keep,Red,pass2: Comando G is a red Garnacha producer,ES
10895453,1989,Conterno Fantino Barolo Vigna Del Gris,750ml,"Italy, Piedmont, Barolo",1,90,Light label condition issue,Italy,False,False,False,False,keep,Red,red appellation default,IT
10896274,2014,Contino Rioja Graciano,750ml,"Spain, Rioja",1,80,Light label condition issue,Spain,False,False,False,False,keep,Red,red appellation default,ES
10896190,2021,Contino Vina del Olivo Rioja,750ml,"Spain, Rioja",1,95,,Spain,False,False,False,False,keep,Red,red appellation default,ES
10889612,2004,Cos d'Estournel,750ml,"France, Bordeaux, St.-Estephe",6,145,,France,False,False,False,False,keep,Red,pass6 manual: Cos d'Estournel grand vin is red (the white is separately labelled Blanc),FR
10889619,2004,Cos d'Estournel,750ml,"France, Bordeaux, St.-Estephe",1,145,Light label condition issue,France,False,False,False,False,keep,Red,pass6 manual: Cos d'Estournel grand vin is red (the white is separately labelled Blanc),FR
10895907,NV,Cuillier Père & Fils Brut Rosé,750ml,"France, Champagne",1,20,Light label condition issue,France,False,False,False,False,keep,Sparkling,sparkling keyword,FR
10896080,NV,Cuillier Père & Fils Thanétien Blanc de Noirs,750ml,"France, Champagne",3,30,,France,False,False,False,False,keep,Sparkling,sparkling keyword,FR
10895951,2022,Cune (CVNE) Rioja Vina La Virgen,750ml,"Spain, Rioja",1,85,Light label condition issue,Spain,False,False,False,False,keep,Red,red appellation default,ES
10895616,2013,Domaine Adrien Besson Chablis Les Clos,750ml,"France, Burgundy, Chablis",3,50,,France,False,False,False,False,keep,White,white appellation default,FR
10895617,2013,Domaine Adrien Besson Chablis Les Clos,750ml,"France, Burgundy, Chablis",1,50,,France,False,False,False,False,keep,White,white appellation default,FR
10895432,2015,Domaine Alain Voge Cornas Les Chailles,1.5ltr,"France, Rhône Valley, Northern Rhône",1,140,,France,False,False,False,False,keep,Red,pass2: Cornas is a 100% red (Syrah) appellation,FR
10890355,2005,Domaine Bachelet Gevrey-Chambertin Vieilles Vignes,750ml,"France, Burgundy, Côte d'Or",1,135,,France,False,False,False,False,keep,Red,pass2: Gevrey-Chambertin is red-only,FR
10895436,NV,Domaine Comte Abbatucci Cuvee Collection General De La Revolution Blanc,1.5ltr,"France, Corsica",1,90,Light label condition issue,France,False,False,False,False,keep,White,white colour word,FR
10895435,NV,Domaine Comte Abbatucci Cuvee Collection Ministre Imperial,1.5ltr,"France, Corsica",1,130,,France,False,False,False,False,keep,Red,"pass6 manual: Corsican Sciaccarellu/Nielluccio red -- hedged, moderate confidence, no colour word",FR
10890356,2022,Domaine de Montille Beaune Les Grèves,750ml,"France, Burgundy, Côte d'Or",2,60,,France,False,False,False,False,keep,Red,pass2: bare Beaune premier cru (no Blanc stated) -- predominantly red,FR
10890357,2022,Domaine de Montille Beaune Les Sizies,750ml,"France, Burgundy, Côte d'Or",1,55,,France,False,False,False,False,keep,Red,pass2: bare Beaune premier cru (no Blanc stated) -- predominantly red,FR
10895988,2021,Domaine des Hâtes Chablis Fourchaume L'Homme Mort,750ml,"France, Burgundy, Chablis",1,45,Light label condition issue,France,False,False,False,False,keep,White,white appellation default,FR
10889634,1995,Domaine du Chateau de Meursault Beaune-Grèves,750ml,"France, Burgundy, Côte d'Or",1,50,Light label condition issue,France,False,False,False,False,keep,Red,red appellation default,FR
10895466,1994,Domaine du Mas Blanc Collioure Clos du Moulin,750ml,"France, Languedoc-Roussillon, Collioure",1,40,Light label condition issue,France,False,False,False,False,keep,Red,pass6 correction: 'Mas Blanc' is the estate name; Collioure Clos du Moulin is a red -- proprietor-name colour trap,FR
10896049,2021,Domaine du Pegau Chateauneuf du Pape Cuvee Laurence,750ml,"France, Rhône Valley, Southern Rhône",1,95,Light label condition issue,France,False,False,False,False,keep,Red,pass2: bare Chateauneuf-du-Pape (no Blanc stated) -- predominantly red,FR
10895424,2019,Domaine du Vieux Telegraphe Châteauneuf-du-Pape,750ml,"France, Rhône Valley, Southern Rhône",2,75,,France,False,False,False,False,keep,Red,pass2: bare Chateauneuf-du-Pape (no Blanc stated) -- predominantly red,FR
10896225,2023,Domaine du Vieux Telegraphe Châteauneuf-du-Pape,750ml,"France, Rhône Valley, Southern Rhône",1,75,,France,False,False,False,False,keep,Red,pass2: bare Chateauneuf-du-Pape (no Blanc stated) -- predominantly red,FR
10896250,2023,Domaine du Vieux Telegraphe Châteauneuf-du-Pape,750ml,"France, Rhône Valley, Southern Rhône",1,75,Light label condition issue,France,False,False,False,False,keep,Red,pass2: bare Chateauneuf-du-Pape (no Blanc stated) -- predominantly red,FR
10896266,2022,Domaine Grand Veneur Châteauneuf-du-Pape Vieilles Vignes,750ml,"France, Rhône Valley, Southern Rhône",2,40,,France,False,False,False,False,keep,Red,pass2: bare Chateauneuf-du-Pape (no Blanc stated) -- predominantly red,FR
10895434,2017,Domaine Guiberteau Saumur Bizay Les Chapaudaises,1.5ltr,"France, Loire Valley, Saumur",1,90,,France,False,False,False,False,keep,Red,"pass6 correction: Guiberteau Saumur Les Chapaudaises is Saumur Rouge (Cabernet Franc), confirmed by Wine-Searcher listing name",FR
10896053,2022,Domaine Jean Monnier & Fils Pommard Grand Épenots Clos de Citeaux,750ml,"France, Burgundy, Côte d'Or",1,50,,France,False,False,False,False,keep,Red,pass2: Pommard is a red-only appellation,FR
10895567,2005,Domaine Le Clos du Caillou Chateauneuf du Pape Les Quartz,750ml,"France, Rhône Valley, Southern Rhône",3,60,,France,False,False,False,False,keep,Red,pass2: bare Chateauneuf-du-Pape (no Blanc stated) -- predominantly red,FR
10895449,2008,Domaine Michel Niellon Chassagne-Montrachet Les Vergers,750ml,"France, Burgundy, Côte d'Or",2,85,,France,False,False,False,False,keep,White,pass6 manual: Niellon's Les Vergers is a white Chassagne 1er cru -- moderate confidence,FR
10889424,2007,Domaine Parent Pommard Les Argillières,750ml,"France, Burgundy, Côte d'Or",1,65,,France,False,False,False,False,keep,Red,pass2: Pommard is a red-only appellation,FR
10896436,2017,Domaine Taupenot-Merme Corton Le Rognet,750ml,"France, Burgundy, Côte d'Or",2,120,,France,False,False,False,False,keep,Red,pass2: bare Corton (not Corton-Charlemagne) is predominantly red,FR
10896354,2021,Domaine Tempier Bandol Rosé,750ml,"France, Provence, Bandol",20,45,,France,False,False,False,False,keep,Rose,rose colour word,FR
10895666,2019,Dominio de Calogía Ribera del Duero,750ml,"Spain, Castilla-Leon, Ribera del Duero",1,45,,Spain,False,False,False,False,keep,Red,pass2: Ribera del Duero is essentially all red Tempranillo,ES
10896163,2020,Dominio de Calogía Ribera del Duero,750ml,"Spain, Castilla-Leon, Ribera del Duero",3,45,,Spain,False,False,False,False,keep,Red,pass2: Ribera del Duero is essentially all red Tempranillo,ES
10896119,2021,Dominio de Calogía Ribera del Duero,750ml,"Spain, Castilla-Leon, Ribera del Duero",1,60,Light label condition issue,Spain,False,False,False,False,keep,Red,pass2: Ribera del Duero is essentially all red Tempranillo,ES
10896117,2018,Dominio de Pingus Flor de Pingus,750ml,"Spain, Castilla-Leon, Ribera del Duero",1,80,,Spain,False,False,False,False,keep,Red,pass2: Ribera del Duero is essentially all red Tempranillo,ES
10896122,2022,Dominio de Pingus Flor de Pingus,750ml,"Spain, Castilla-Leon, Ribera del Duero",1,115,,Spain,False,False,False,False,keep,Red,pass2: Ribera del Duero is essentially all red Tempranillo,ES
10895902,2023,Dominio de Pingus Flor de Pingus,750ml,"Spain, Castilla-Leon, Ribera del Duero",1,95,Light label condition issue,Spain,False,False,False,False,keep,Red,pass2: Ribera del Duero is essentially all red Tempranillo,ES
10896030,2019,Donnafugata Etna Rosso Fragore,750ml,"Italy, Sicily, Etna",1,55,Light label condition issue,Italy,False,False,False,False,keep,Red,red colour word,IT
10895913,NV,Drappier Brut Rosé de Saignee,750ml,"France, Champagne",1,40,,France,False,False,False,False,keep,Sparkling,sparkling keyword,FR
10896365,2020,E. Guigal Condrieu la Doriane,750ml,"France, Rhône Valley, Northern Rhône",4,95,,France,False,False,False,False,keep,White,pass2: Condrieu is white-only Viognier,FR
10895826,2021,Edouard Delaunay & Ses Fils Pommard Les Chaponnieres,750ml,"France, Burgundy, Côte d'Or",1,45,Light label condition issue,France,False,False,False,False,keep,Red,pass2: Pommard is a red-only appellation,FR
10895642,1995,Elio Altare Barolo Brunate,750ml,"Italy, Piedmont, Barolo",2,85,,Italy,False,False,False,False,keep,Red,red appellation default,IT
10895608,1997,Elio Altare Langhe Arborina,750ml,"Italy, Piedmont, Langhe",6,50,,Italy,False,False,False,False,keep,Red,"pass2: Elio Grasso Langhe bottling -- red-focused producer, no colour word present (hedged)",IT
10895625,1997,Elio Altare Langhe La Villa,750ml,"Italy, Piedmont, Langhe",3,50,,Italy,False,False,False,False,keep,Red,"pass2: Elio Grasso Langhe bottling -- red-focused producer, no colour word present (hedged)",IT
10895623,1997,Elio Altare Larigi,750ml,"Italy, Piedmont, Langhe",1,50,,Italy,False,False,False,False,keep,Red,"pass2: Elio Grasso Langhe bottling -- red-focused producer, no colour word present (hedged)",IT
10896267,2014,Espectacle Montsant,750ml,"Spain, Cataluna, Tarragona",1,60,Light label condition issue,Spain,False,False,False,False,keep,Red,pass6 manual: Montsant Garnacha/Carinena red,ES
10895758,2017,Espectacle Montsant,750ml,"Spain, Cataluna, Tarragona",5,60,Light label condition issue,Spain,False,False,False,False,keep,Red,pass6 manual: Montsant Garnacha/Carinena red,ES
10896121,2017,Espectacle Montsant,750ml,"Spain, Cataluna, Tarragona",1,60,,Spain,False,False,False,False,keep,Red,pass6 manual: Montsant Garnacha/Carinena red,ES
10895797,2019,Espectacle Montsant,750ml,"Spain, Cataluna, Tarragona",1,85,Light label condition issue,Spain,False,False,False,False,keep,Red,pass6 manual: Montsant Garnacha/Carinena red,ES
10895917,2019,Espectacle Montsant,750ml,"Spain, Cataluna, Tarragona",1,85,,Spain,False,False,False,False,keep,Red,pass6 manual: Montsant Garnacha/Carinena red,ES
10896325,2021,Faiveley Chambolle-Musigny,750ml,"France, Burgundy, Côte d'Or",5,80,,France,False,False,False,False,keep,Red,pass2: Chambolle-Musigny is red-only,FR
10896326,2021,Faiveley Meursault,750ml,"France, Burgundy, Côte d'Or",3,55,,France,False,False,False,False,keep,White,white appellation default,FR
10896350,2020,Famille Isabel Ferrando Châteauneuf-du-Pape Saint Préfert,750ml,"France, Rhône Valley, Southern Rhône",10,50,,France,False,False,False,False,keep,Red,pass2: bare Chateauneuf-du-Pape (no Blanc stated) -- predominantly red,FR
10889414,2016,Fanti Brunello di Montalcino Vallocchio,750ml,"Italy, Tuscany, Brunello di Montalcino",1,50,,Italy,False,False,False,False,keep,Red,red appellation default,IT
10896109,2019,Fattoria Dei Barbi Brunello di Montalcino,750ml,"Italy, Tuscany, Brunello di Montalcino",3,50,,Italy,False,False,False,False,keep,Red,red appellation default,IT
10895657,1993,Fattoria di Felsina Chianti Classico Riserva Rancia,750ml,"Italy, Tuscany, Chianti Classico",3,50,Very top shoulder fill,Italy,False,False,False,False,keep,Red,red appellation default,IT
10895658,1993,Fattoria di Felsina Chianti Classico Riserva Rancia,750ml,"Italy, Tuscany, Chianti Classico",3,50,Base neck fill,Italy,False,False,False,False,keep,Red,red appellation default,IT
10895581,1997,Fattoria di Felsina Chianti Classico Riserva Rancia,750ml,"Italy, Tuscany, Chianti Classico",4,55,,Italy,False,False,False,False,keep,Red,red appellation default,IT
10895645,1999,Fattoria di Felsina Fontalloro,750ml,"Italy, Tuscany",3,45,,Italy,False,False,False,False,keep,Red,pass6 manual: 100% Sangiovese Super Tuscan red,IT
10896085,2021,Fattoria Petrolo Vigna Boggina C Riserva,750ml,"Italy, Tuscany, Val d’Arno di Sopra",1,45,,Italy,False,False,False,False,keep,Red,pass6 manual: Sangiovese from Val d’Arno di Sopra -- red,IT
10895711,2019,Fontodi Chianti Classico,750ml,"Italy, Tuscany, Chianti Classico",1,40,,Italy,False,False,False,False,keep,Red,red appellation default,IT
10895689,2020,Fontodi Chianti Classico,750ml,"Italy, Tuscany, Chianti Classico",1,35,,Italy,False,False,False,False,keep,Red,red appellation default,IT
10895782,2018,Fontodi Chianti Classico Gran Selezione Vigna del Sorbo,750ml,"Italy, Tuscany, Chianti Classico",1,70,Light label condition issue,Italy,False,False,False,False,keep,Red,red appellation default,IT
10895990,2019,Fontodi Chianti Classico Gran Selezione Vigna del Sorbo,750ml,"Italy, Tuscany, Chianti Classico",1,55,Label condition issue,Italy,False,False,False,False,keep,Red,red appellation default,IT
10896088,2019,Fontodi Chianti Classico Gran Selezione Vigna del Sorbo,750ml,"Italy, Tuscany, Chianti Classico",1,55,,Italy,False,False,False,False,keep,Red,red appellation default,IT
10895783,2020,Fontodi Chianti Classico Gran Selezione Vigna del Sorbo,750ml,"Italy, Tuscany, Chianti Classico",5,55,,Italy,False,False,False,False,keep,Red,red appellation default,IT
10889457,NV,Frank Cornelissen Munjebel  Perpetuum I,750ml,"Italy, Sicily",1,70,,Italy,False,False,False,False,keep,Red,"pass6 manual: Munjebel Rosso perpetual blend of Nerello Mascalese -- hedged to red (a Munjebel Bianco also exists), moderate confidence",IT
10889452,2017,Frank Cornelissen Munjebel Bianco,750ml,"Italy, Sicily, Terre Siciliane",3,45,,Italy,False,False,False,False,keep,White,"pass6 correction: Bianco declared; Cornelissen macerates whites on skins but is not on the established-orange list -- hedged White, moderate confidence",IT
10889411,2017,Frank Cornelissen Munjebel Rosso,750ml,"Italy, Sicily",1,45,,Italy,False,False,False,False,keep,Red,red colour word,IT
10889413,2018,Frank Cornelissen Munjebel Rosso,750ml,"Italy, Sicily",12,45,,Italy,False,False,False,False,keep,Red,red colour word,IT
10889501,2016,Frank Cornelissen Munjebel Rosso CR,750ml,"Italy, Sicily, Terre Siciliane",1,65,,Italy,False,False,False,False,keep,Red,red colour word,IT
10889458,2017,Frank Cornelissen Munjebel Rosso CR,750ml,"Italy, Sicily, Terre Siciliane",1,60,,Italy,False,False,False,False,keep,Red,red colour word,IT
10889503,2016,Frank Cornelissen Munjebel Rosso CS,750ml,"Italy, Sicily",3,55,,Italy,False,False,False,False,keep,Red,red colour word,IT
10889502,2017,Frank Cornelissen Munjebel Rosso CS,750ml,"Italy, Sicily",1,55,,Italy,False,False,False,False,keep,Red,red colour word,IT
10889504,2017,Frank Cornelissen Munjebel Rosso FM,750ml,"Italy, Sicily, Terre Siciliane",2,60,,Italy,False,False,False,False,keep,Red,red colour word,IT
10889412,2017,Frank Cornelissen Munjebel Rosso MC,750ml,"Italy, Sicily",1,70,Light label condition issue,Italy,False,False,False,False,keep,Red,red colour word,IT
10889453,2018,Frank Cornelissen Nerello Mascalese Susucaru,750ml,"Italy, Sicily, Terre Siciliane",6,35,,Italy,False,False,False,False,keep,Rose,pass6 manual: Susucaru is Cornelissen’s Etna rosato (Nerello Mascalese) -- moderate-high confidence,IT
10889456,2018,Frank Cornelissen Susucaru Rosato,750ml,"Italy, Sicily",15,25,,Italy,False,False,False,False,keep,Rose,rose colour word,IT
10889455,2019,Frank Cornelissen Susucaru Rosato,750ml,"Italy, Sicily",2,35,,Italy,False,False,False,False,keep,Rose,rose colour word,IT
10889454,2021,Frank Cornelissen Susucaru Rosato,750ml,"Italy, Sicily",2,30,,Italy,False,False,False,False,keep,Rose,rose colour word,IT
10896458,2018,Fugue de Nenin,750ml,"France, Bordeaux, Pomerol",1,35,Light label condition issue,France,False,False,False,False,keep,Red,pass6 manual: Pomerol second wine of Ch. Nenin -- red only,FR
10896142,2017,Fuligni Brunello di Montalcino,750ml,"Italy, Tuscany, Brunello di Montalcino",1,60,,Italy,False,False,False,False,keep,Red,red appellation default,IT
10895727,NV,G.H. Mumm Brut Grand Cordon,750ml,"France, Champagne",1,30,,France,False,False,False,False,keep,Sparkling,sparkling keyword,FR
10895851,NV,G.H. Mumm Brut Grand Cordon Rose,750ml,"France, Champagne",7,35,,France,False,False,False,False,keep,Sparkling,sparkling keyword,FR
10896327,2019,Gagnard-Delagrange Chassagne-Montrachet La Boudriotte,750ml,"France, Burgundy, Côte d'Or",8,75,,France,False,False,False,False,keep,White,"pass6 manual: Gagnard-Delagrange Boudriotte is best known as white; a red also exists -- hedged, moderate confidence",FR
10896158,2020,Gaja Barolo Dagromis,750ml,"Italy, Piedmont, Barolo",1,85,,Italy,False,False,False,False,keep,Red,red appellation default,IT
10896275,2021,Gaja Barolo Dagromis,750ml,"Italy, Piedmont, Barolo",1,80,,Italy,False,False,False,False,keep,Red,red appellation default,IT
10896141,2021,Gaja Ca'Marcanda Magari,750ml,"Italy, Tuscany",1,50,Light label condition issue,Italy,False,False,False,False,keep,Red,pass6 manual: Bolgheri Bordeaux-blend red,IT
10895860,2022,Gaja Ca'Marcanda Magari,750ml,"Italy, Tuscany",2,55,Light label condition issue,Italy,False,False,False,False,keep,Red,pass6 manual: Bolgheri Bordeaux-blend red,IT
10896251,2017,Gaja Ca'Marcanda Promis,750ml,"Italy, Tuscany",1,40,Light label condition issue,Italy,False,False,False,False,keep,Red,pass6 manual: Bolgheri Merlot/Syrah/Sangiovese red,IT
10895947,2023,Gaja Ca'Marcanda Promis,750ml,"Italy, Tuscany",5,45,,Italy,False,False,False,False,keep,Red,pass6 manual: Bolgheri Merlot/Syrah/Sangiovese red,IT
10895809,2022,Gaja Sito Moresco,750ml,"Italy, Piedmont, Langhe",1,55,Light label condition issue,Italy,False,False,False,False,keep,Red,"pass2: Elio Grasso Langhe bottling -- red-focused producer, no colour word present (hedged)",IT
10896366,2010,Galardi Terra di Lavoro,750ml,"Italy, Campania",2,80,,Italy,False,False,False,False,keep,Red,pass6 manual: Aglianico/Piedirosso Campania red,IT
10896439,2012,Galardi Terra di Lavoro,750ml,"Italy, Campania",2,40,,Italy,False,False,False,False,keep,Red,pass6 manual: Aglianico/Piedirosso Campania red,IT
10896367,2012,Galardi Terra di Lavoro,750ml,"Italy, Campania",1,40,Light label condition issue,Italy,False,False,False,False,keep,Red,pass6 manual: Aglianico/Piedirosso Campania red,IT
10896103,2018,Georges Vigouroux Chateau De Mercues Cahors Malbec,750ml,"France, Southwest France, Cahors",2,20,,France,False,False,False,False,keep,Red,red appellation default,FR
10895629,2003,Giacomo Conterno Barbera d'Alba Francia,750ml,"Italy, Piedmont, Barbera di Alba",7,80,,Italy,False,False,False,False,keep,Red,pass2: Barbera is a red grape,IT
10895628,1999,Giacomo Conterno Dolcetto d'Alba Cascina Francia,750ml,"Italy, Piedmont, Dolcetto d'Alba",10,50,,Italy,False,False,False,False,keep,Red,pass2: Dolcetto is a red grape,IT
10896095,2018,Gil Family Estates Touran Garnacha,750ml,"Spain, Aragon, Campo De Borja",1,50,Light label condition issue,Spain,False,False,False,False,keep,Red,pass6 manual: Garnacha -- red,ES
10896304,2007,Gonet-Médeville Extra Brut Grand Cru Champ d'Alouette,750ml,"France, Champagne, Côte des Blancs",31,110,,France,False,False,False,False,keep,Sparkling,sparkling keyword,FR
10896463,NV,Gosset Grande Reserve,1.5ltr,"France, Champagne",3,90,,France,False,False,False,False,keep,Sparkling,sparkling keyword,FR
10895669,2021,Grattamacco Bolgheri Superiore Grattamacco,750ml,"Italy, Tuscany, Bolgheri",3,80,,Italy,False,False,False,False,keep,Red,pass6 manual: Bolgheri Superiore is red,IT
10895452,2014,Guy Amiot et Fils B.G.O (Bourgogne Grand Ordinaire) Chardonnay,750ml,"France, Burgundy",4,25,,France,False,False,False,False,keep,White,pass6 manual: Chardonnay explicitly named,FR
10889603,NV,Heidsieck & CO Monopole Blue Top Brut,750ml,"France, Champagne",1,50,,France,False,False,False,False,keep,Sparkling,sparkling keyword,FR
